MEASURE	STATE	SEX_ABS	AGE	FREQUENCY	TIME_FORMAT	obsTime	obsValue
1	0	3	0	Q	P3M	1981-Q3	234014.0
1	0	3	0	Q	P3M	1981-Q4	231333.0
1	0	3	0	Q	P3M	1982-Q1	233826.0
1	0	3	0	Q	P3M	1982-Q2	236108.0
1	0	3	0	Q	P3M	1982-Q3	237201.0
1	0	3	0	Q	P3M	1982-Q4	236544.0
1	0	3	0	Q	P3M	1983-Q1	239138.0
1	0	3	0	Q	P3M	1983-Q2	240717.0
1	0	3	0	Q	P3M	1983-Q3	242218.0
1	0	3	0	Q	P3M	1983-Q4	239451.0
1	0	3	0	Q	P3M	1984-Q1	240080.0
1	0	3	0	Q	P3M	1984-Q2	239221.0
1	0	3	0	Q	P3M	1984-Q3	239915.0
1	0	3	0	Q	P3M	1984-Q4	236811.0
1	0	3	0	Q	P3M	1985-Q1	238998.0
1	0	3	0	Q	P3M	1985-Q2	241022.0
1	0	3	0	Q	P3M	1985-Q3	241492.0
1	0	3	0	Q	P3M	1985-Q4	239161.0
1	0	3	0	Q	P3M	1986-Q1	238692.0
1	0	3	0	Q	P3M	1986-Q2	238584.0
1	0	3	0	Q	P3M	1986-Q3	239717.0
1	0	3	0	Q	P3M	1986-Q4	242236.0
1	0	3	0	Q	P3M	1987-Q1	241353.0
1	0	3	0	Q	P3M	1987-Q2	241989.0
1	0	3	0	Q	P3M	1987-Q3	243077.0
1	0	3	0	Q	P3M	1987-Q4	245067.0
1	0	3	0	Q	P3M	1988-Q1	245851.0
1	0	3	0	Q	P3M	1988-Q2	245514.0
1	0	3	0	Q	P3M	1988-Q3	246537.0
1	0	3	0	Q	P3M	1988-Q4	247157.0
1	0	3	0	Q	P3M	1989-Q1	248893.0
1	0	3	0	Q	P3M	1989-Q2	249558.0
1	0	3	0	Q	P3M	1989-Q3	249102.0
1	0	3	0	Q	P3M	1989-Q4	249470.0
1	0	3	0	Q	P3M	1990-Q1	251770.0
1	0	3	0	Q	P3M	1990-Q2	256554.0
1	0	3	0	Q	P3M	1990-Q3	257863.0
1	0	3	0	Q	P3M	1990-Q4	257309.0
1	0	3	0	Q	P3M	1991-Q1	257626.0
1	0	3	0	Q	P3M	1991-Q2	259085.0
1	0	3	0	Q	P3M	1991-Q3	259395.0
1	0	3	0	Q	P3M	1991-Q4	257094.0
1	0	3	0	Q	P3M	1992-Q1	257598.0
1	0	3	0	Q	P3M	1992-Q2	258028.0
1	0	3	0	Q	P3M	1992-Q3	260270.0
1	0	3	0	Q	P3M	1992-Q4	259118.0
1	0	3	0	Q	P3M	1993-Q1	258410.0
1	0	3	0	Q	P3M	1993-Q2	258484.0
1	0	3	0	Q	P3M	1993-Q3	259577.0
1	0	3	0	Q	P3M	1993-Q4	258268.0
1	0	3	0	Q	P3M	1994-Q1	258504.0
1	0	3	0	Q	P3M	1994-Q2	257403.0
1	0	3	0	Q	P3M	1994-Q3	258883.0
1	0	3	0	Q	P3M	1994-Q4	257926.0
1	0	3	0	Q	P3M	1995-Q1	257754.0
1	0	3	0	Q	P3M	1995-Q2	257572.0
1	0	3	0	Q	P3M	1995-Q3	259427.0
1	0	3	0	Q	P3M	1995-Q4	257230.0
1	0	3	0	Q	P3M	1996-Q1	255807.0
1	0	3	0	Q	P3M	1996-Q2	254191.0
1	0	3	0	Q	P3M	1996-Q3	255910.0
1	0	3	0	Q	P3M	1996-Q4	256127.0
1	0	3	0	Q	P3M	1997-Q1	253837.0
1	0	3	0	Q	P3M	1997-Q2	253375.0
1	0	3	0	Q	P3M	1997-Q3	254547.0
1	0	3	0	Q	P3M	1997-Q4	253202.0
1	0	3	0	Q	P3M	1998-Q1	250632.0
1	0	3	0	Q	P3M	1998-Q2	249279.0
1	0	3	0	Q	P3M	1998-Q3	251417.0
1	0	3	0	Q	P3M	1998-Q4	250661.0
1	0	3	0	Q	P3M	1999-Q1	250431.0
1	0	3	0	Q	P3M	1999-Q2	250617.0
1	0	3	0	Q	P3M	1999-Q3	253209.0
1	0	3	0	Q	P3M	1999-Q4	252238.0
1	0	3	0	Q	P3M	2000-Q1	251814.0
1	0	3	0	Q	P3M	2000-Q2	251139.0
1	0	3	0	Q	P3M	2000-Q3	253349.0
1	0	3	0	Q	P3M	2000-Q4	253508.0
1	0	3	0	Q	P3M	2001-Q1	252173.0
1	0	3	0	Q	P3M	2001-Q2	251320.0
1	0	3	0	Q	P3M	2001-Q3	252780.0
1	0	3	0	Q	P3M	2001-Q4	250687.0
1	0	3	0	Q	P3M	2002-Q1	250034.0
1	0	3	0	Q	P3M	2002-Q2	248820.0
1	0	3	0	Q	P3M	2002-Q3	250638.0
1	0	3	0	Q	P3M	2002-Q4	250286.0
1	0	3	0	Q	P3M	2003-Q1	248972.0
1	0	3	0	Q	P3M	2003-Q2	248959.0
1	0	3	0	Q	P3M	2003-Q3	251760.0
1	0	3	0	Q	P3M	2003-Q4	251894.0
1	0	3	0	Q	P3M	2004-Q1	253024.0
1	0	3	0	Q	P3M	2004-Q2	251809.0
1	0	3	0	Q	P3M	2004-Q3	253967.0
1	0	3	0	Q	P3M	2004-Q4	252616.0
1	0	3	0	Q	P3M	2005-Q1	253827.0
1	0	3	0	Q	P3M	2005-Q2	257219.0
1	0	3	0	Q	P3M	2005-Q3	261386.0
1	0	3	0	Q	P3M	2005-Q4	263295.0
1	0	3	0	Q	P3M	2006-Q1	264387.0
1	0	3	0	Q	P3M	2006-Q2	266887.0
1	0	3	0	Q	P3M	2006-Q3	272376.0
1	0	3	0	Q	P3M	2006-Q4	274627.0
1	0	3	0	Q	P3M	2007-Q1	279681.0
1	0	3	0	Q	P3M	2007-Q2	283853.0
1	0	3	0	Q	P3M	2007-Q3	287276.0
1	0	3	0	Q	P3M	2007-Q4	287861.0
1	0	3	0	Q	P3M	2008-Q1	290198.0
1	0	3	0	Q	P3M	2008-Q2	291214.0
1	0	3	0	Q	P3M	2008-Q3	293691.0
1	0	3	0	Q	P3M	2008-Q4	294193.0
1	0	3	0	Q	P3M	2009-Q1	294265.0
1	0	3	0	Q	P3M	2009-Q2	295261.0
1	0	3	0	Q	P3M	2009-Q3	295906.0
1	0	3	0	Q	P3M	2009-Q4	295770.0
1	0	3	0	Q	P3M	2010-Q1	296499.0
1	0	3	0	Q	P3M	2010-Q2	297437.0
1	0	3	0	Q	P3M	2010-Q3	295823.0
1	0	3	0	Q	P3M	2010-Q4	291030.0
1	0	3	0	Q	P3M	2011-Q1	290499.0
1	0	3	0	Q	P3M	2011-Q2	290397.0
1	0	3	0	Q	P3M	2011-Q3	293973.0
1	0	3	0	Q	P3M	2011-Q4	295400.0
1	0	3	0	Q	P3M	2012-Q1	300774.0
1	0	3	0	Q	P3M	2012-Q2	305017.0
1	0	3	0	Q	P3M	2012-Q3	307503.0
1	0	3	0	Q	P3M	2012-Q4	309096.0
1	0	3	0	Q	P3M	2013-Q1	309880.0
1	0	3	0	Q	P3M	2013-Q2	310144.0
1	0	3	0	Q	P3M	2013-Q3	309325.0
1	0	3	0	Q	P3M	2013-Q4	307110.0
1	0	3	0	Q	P3M	2014-Q1	306973.0
1	0	3	0	Q	P3M	2014-Q2	305827.0
1	0	3	0	Q	P3M	2014-Q3	311106.0
1	0	3	0	Q	P3M	2014-Q4	301983.0
1	0	3	1	Q	P3M	1981-Q3	226775.0
1	0	3	1	Q	P3M	1981-Q4	228838.0
1	0	3	1	Q	P3M	1982-Q1	230676.0
1	0	3	1	Q	P3M	1982-Q2	232589.0
1	0	3	1	Q	P3M	1982-Q3	233901.0
1	0	3	1	Q	P3M	1982-Q4	235023.0
1	0	3	1	Q	P3M	1983-Q1	236046.0
1	0	3	1	Q	P3M	1983-Q2	237097.0
1	0	3	1	Q	P3M	1983-Q3	238209.0
1	0	3	1	Q	P3M	1983-Q4	239285.0
1	0	3	1	Q	P3M	1984-Q1	240219.0
1	0	3	1	Q	P3M	1984-Q2	241246.0
1	0	3	1	Q	P3M	1984-Q3	241007.0
1	0	3	1	Q	P3M	1984-Q4	240648.0
1	0	3	1	Q	P3M	1985-Q1	240264.0
1	0	3	1	Q	P3M	1985-Q2	239865.0
1	0	3	1	Q	P3M	1985-Q3	240552.0
1	0	3	1	Q	P3M	1985-Q4	241269.0
1	0	3	1	Q	P3M	1986-Q1	241865.0
1	0	3	1	Q	P3M	1986-Q2	242597.0
1	0	3	1	Q	P3M	1986-Q3	242144.0
1	0	3	1	Q	P3M	1986-Q4	241668.0
1	0	3	1	Q	P3M	1987-Q1	241309.0
1	0	3	1	Q	P3M	1987-Q2	241123.0
1	0	3	1	Q	P3M	1987-Q3	242094.0
1	0	3	1	Q	P3M	1987-Q4	242863.0
1	0	3	1	Q	P3M	1988-Q1	243728.0
1	0	3	1	Q	P3M	1988-Q2	244292.0
1	0	3	1	Q	P3M	1988-Q3	245486.0
1	0	3	1	Q	P3M	1988-Q4	246449.0
1	0	3	1	Q	P3M	1989-Q1	247244.0
1	0	3	1	Q	P3M	1989-Q2	247817.0
1	0	3	1	Q	P3M	1989-Q3	248769.0
1	0	3	1	Q	P3M	1989-Q4	249652.0
1	0	3	1	Q	P3M	1990-Q1	250492.0
1	0	3	1	Q	P3M	1990-Q2	251302.0
1	0	3	1	Q	P3M	1990-Q3	252949.0
1	0	3	1	Q	P3M	1990-Q4	254438.0
1	0	3	1	Q	P3M	1991-Q1	256051.0
1	0	3	1	Q	P3M	1991-Q2	257523.0
1	0	3	1	Q	P3M	1991-Q3	258352.0
1	0	3	1	Q	P3M	1991-Q4	258949.0
1	0	3	1	Q	P3M	1992-Q1	259498.0
1	0	3	1	Q	P3M	1992-Q2	259878.0
1	0	3	1	Q	P3M	1992-Q3	259595.0
1	0	3	1	Q	P3M	1992-Q4	259090.0
1	0	3	1	Q	P3M	1993-Q1	258538.0
1	0	3	1	Q	P3M	1993-Q2	257688.0
1	0	3	1	Q	P3M	1993-Q3	257979.0
1	0	3	1	Q	P3M	1993-Q4	258087.0
1	0	3	1	Q	P3M	1994-Q1	258236.0
1	0	3	1	Q	P3M	1994-Q2	258426.0
1	0	3	1	Q	P3M	1994-Q3	258483.0
1	0	3	1	Q	P3M	1994-Q4	258180.0
1	0	3	1	Q	P3M	1995-Q1	257992.0
1	0	3	1	Q	P3M	1995-Q2	258057.0
1	0	3	1	Q	P3M	1995-Q3	258215.0
1	0	3	1	Q	P3M	1995-Q4	258393.0
1	0	3	1	Q	P3M	1996-Q1	258260.0
1	0	3	1	Q	P3M	1996-Q2	258399.0
1	0	3	1	Q	P3M	1996-Q3	257840.0
1	0	3	1	Q	P3M	1996-Q4	257119.0
1	0	3	1	Q	P3M	1997-Q1	256177.0
1	0	3	1	Q	P3M	1997-Q2	255188.0
1	0	3	1	Q	P3M	1997-Q3	255039.0
1	0	3	1	Q	P3M	1997-Q4	254899.0
1	0	3	1	Q	P3M	1998-Q1	254705.0
1	0	3	1	Q	P3M	1998-Q2	254452.0
1	0	3	1	Q	P3M	1998-Q3	253480.0
1	0	3	1	Q	P3M	1998-Q4	252544.0
1	0	3	1	Q	P3M	1999-Q1	251516.0
1	0	3	1	Q	P3M	1999-Q2	250579.0
1	0	3	1	Q	P3M	1999-Q3	250989.0
1	0	3	1	Q	P3M	1999-Q4	251449.0
1	0	3	1	Q	P3M	2000-Q1	251866.0
1	0	3	1	Q	P3M	2000-Q2	252358.0
1	0	3	1	Q	P3M	2000-Q3	252563.0
1	0	3	1	Q	P3M	2000-Q4	252868.0
1	0	3	1	Q	P3M	2001-Q1	253285.0
1	0	3	1	Q	P3M	2001-Q2	253737.0
1	0	3	1	Q	P3M	2001-Q3	253484.0
1	0	3	1	Q	P3M	2001-Q4	253209.0
1	0	3	1	Q	P3M	2002-Q1	252893.0
1	0	3	1	Q	P3M	2002-Q2	252634.0
1	0	3	1	Q	P3M	2002-Q3	252156.0
1	0	3	1	Q	P3M	2002-Q4	251629.0
1	0	3	1	Q	P3M	2003-Q1	251016.0
1	0	3	1	Q	P3M	2003-Q2	250356.0
1	0	3	1	Q	P3M	2003-Q3	250391.0
1	0	3	1	Q	P3M	2003-Q4	250477.0
1	0	3	1	Q	P3M	2004-Q1	250464.0
1	0	3	1	Q	P3M	2004-Q2	250613.0
1	0	3	1	Q	P3M	2004-Q3	251432.0
1	0	3	1	Q	P3M	2004-Q4	252241.0
1	0	3	1	Q	P3M	2005-Q1	253063.0
1	0	3	1	Q	P3M	2005-Q2	253896.0
1	0	3	1	Q	P3M	2005-Q3	255230.0
1	0	3	1	Q	P3M	2005-Q4	256526.0
1	0	3	1	Q	P3M	2006-Q1	257695.0
1	0	3	1	Q	P3M	2006-Q2	258624.0
1	0	3	1	Q	P3M	2006-Q3	261571.0
1	0	3	1	Q	P3M	2006-Q4	264477.0
1	0	3	1	Q	P3M	2007-Q1	267518.0
1	0	3	1	Q	P3M	2007-Q2	270527.0
1	0	3	1	Q	P3M	2007-Q3	274659.0
1	0	3	1	Q	P3M	2007-Q4	278285.0
1	0	3	1	Q	P3M	2008-Q1	281747.0
1	0	3	1	Q	P3M	2008-Q2	284625.0
1	0	3	1	Q	P3M	2008-Q3	286620.0
1	0	3	1	Q	P3M	2008-Q4	288335.0
1	0	3	1	Q	P3M	2009-Q1	290044.0
1	0	3	1	Q	P3M	2009-Q2	291342.0
1	0	3	1	Q	P3M	2009-Q3	292237.0
1	0	3	1	Q	P3M	2009-Q4	292749.0
1	0	3	1	Q	P3M	2010-Q1	293227.0
1	0	3	1	Q	P3M	2010-Q2	293410.0
1	0	3	1	Q	P3M	2010-Q3	294011.0
1	0	3	1	Q	P3M	2010-Q4	294311.0
1	0	3	1	Q	P3M	2011-Q1	294550.0
1	0	3	1	Q	P3M	2011-Q2	294616.0
1	0	3	1	Q	P3M	2011-Q3	294397.0
1	0	3	1	Q	P3M	2011-Q4	293969.0
1	0	3	1	Q	P3M	2012-Q1	293637.0
1	0	3	1	Q	P3M	2012-Q2	293110.0
1	0	3	1	Q	P3M	2012-Q3	296848.0
1	0	3	1	Q	P3M	2012-Q4	300623.0
1	0	3	1	Q	P3M	2013-Q1	304219.0
1	0	3	1	Q	P3M	2013-Q2	307681.0
1	0	3	1	Q	P3M	2013-Q3	308917.0
1	0	3	1	Q	P3M	2013-Q4	309894.0
1	0	3	1	Q	P3M	2014-Q1	310986.0
1	0	3	1	Q	P3M	2014-Q2	311858.0
1	0	3	1	Q	P3M	2014-Q3	310846.0
1	0	3	1	Q	P3M	2014-Q4	309608.0
1	0	3	2	Q	P3M	1981-Q3	225795.0
1	0	3	2	Q	P3M	1981-Q4	226338.0
1	0	3	2	Q	P3M	1982-Q1	226784.0
1	0	3	2	Q	P3M	1982-Q2	227306.0
1	0	3	2	Q	P3M	1982-Q3	229189.0
1	0	3	2	Q	P3M	1982-Q4	230893.0
1	0	3	2	Q	P3M	1983-Q1	232493.0
1	0	3	2	Q	P3M	1983-Q2	234157.0
1	0	3	2	Q	P3M	1983-Q3	235152.0
1	0	3	2	Q	P3M	1983-Q4	236136.0
1	0	3	2	Q	P3M	1984-Q1	237019.0
1	0	3	2	Q	P3M	1984-Q2	238073.0
1	0	3	2	Q	P3M	1984-Q3	239183.0
1	0	3	2	Q	P3M	1984-Q4	240300.0
1	0	3	2	Q	P3M	1985-Q1	241399.0
1	0	3	2	Q	P3M	1985-Q2	242494.0
1	0	3	2	Q	P3M	1985-Q3	242320.0
1	0	3	2	Q	P3M	1985-Q4	242163.0
1	0	3	2	Q	P3M	1986-Q1	241791.0
1	0	3	2	Q	P3M	1986-Q2	241525.0
1	0	3	2	Q	P3M	1986-Q3	242380.0
1	0	3	2	Q	P3M	1986-Q4	243227.0
1	0	3	2	Q	P3M	1987-Q1	244068.0
1	0	3	2	Q	P3M	1987-Q2	244950.0
1	0	3	2	Q	P3M	1987-Q3	244767.0
1	0	3	2	Q	P3M	1987-Q4	244622.0
1	0	3	2	Q	P3M	1988-Q1	244656.0
1	0	3	2	Q	P3M	1988-Q2	244571.0
1	0	3	2	Q	P3M	1988-Q3	245634.0
1	0	3	2	Q	P3M	1988-Q4	246380.0
1	0	3	2	Q	P3M	1989-Q1	246814.0
1	0	3	2	Q	P3M	1989-Q2	246951.0
1	0	3	2	Q	P3M	1989-Q3	247776.0
1	0	3	2	Q	P3M	1989-Q4	248547.0
1	0	3	2	Q	P3M	1990-Q1	249209.0
1	0	3	2	Q	P3M	1990-Q2	249829.0
1	0	3	2	Q	P3M	1990-Q3	250643.0
1	0	3	2	Q	P3M	1990-Q4	251311.0
1	0	3	2	Q	P3M	1991-Q1	252149.0
1	0	3	2	Q	P3M	1991-Q2	252883.0
1	0	3	2	Q	P3M	1991-Q3	254533.0
1	0	3	2	Q	P3M	1991-Q4	256032.0
1	0	3	2	Q	P3M	1992-Q1	257544.0
1	0	3	2	Q	P3M	1992-Q2	258951.0
1	0	3	2	Q	P3M	1992-Q3	259509.0
1	0	3	2	Q	P3M	1992-Q4	259903.0
1	0	3	2	Q	P3M	1993-Q1	260269.0
1	0	3	2	Q	P3M	1993-Q2	260367.0
1	0	3	2	Q	P3M	1993-Q3	260019.0
1	0	3	2	Q	P3M	1993-Q4	259355.0
1	0	3	2	Q	P3M	1994-Q1	258671.0
1	0	3	2	Q	P3M	1994-Q2	257860.0
1	0	3	2	Q	P3M	1994-Q3	258332.0
1	0	3	2	Q	P3M	1994-Q4	258532.0
1	0	3	2	Q	P3M	1995-Q1	258776.0
1	0	3	2	Q	P3M	1995-Q2	259208.0
1	0	3	2	Q	P3M	1995-Q3	259199.0
1	0	3	2	Q	P3M	1995-Q4	259272.0
1	0	3	2	Q	P3M	1996-Q1	259090.0
1	0	3	2	Q	P3M	1996-Q2	259111.0
1	0	3	2	Q	P3M	1996-Q3	259452.0
1	0	3	2	Q	P3M	1996-Q4	259840.0
1	0	3	2	Q	P3M	1997-Q1	260036.0
1	0	3	2	Q	P3M	1997-Q2	260191.0
1	0	3	2	Q	P3M	1997-Q3	259333.0
1	0	3	2	Q	P3M	1997-Q4	258530.0
1	0	3	2	Q	P3M	1998-Q1	257673.0
1	0	3	2	Q	P3M	1998-Q2	256723.0
1	0	3	2	Q	P3M	1998-Q3	256576.0
1	0	3	2	Q	P3M	1998-Q4	256401.0
1	0	3	2	Q	P3M	1999-Q1	256123.0
1	0	3	2	Q	P3M	1999-Q2	255860.0
1	0	3	2	Q	P3M	1999-Q3	255002.0
1	0	3	2	Q	P3M	1999-Q4	254129.0
1	0	3	2	Q	P3M	2000-Q1	253148.0
1	0	3	2	Q	P3M	2000-Q2	252181.0
1	0	3	2	Q	P3M	2000-Q3	252719.0
1	0	3	2	Q	P3M	2000-Q4	253365.0
1	0	3	2	Q	P3M	2001-Q1	254013.0
1	0	3	2	Q	P3M	2001-Q2	254645.0
1	0	3	2	Q	P3M	2001-Q3	254785.0
1	0	3	2	Q	P3M	2001-Q4	254987.0
1	0	3	2	Q	P3M	2002-Q1	255125.0
1	0	3	2	Q	P3M	2002-Q2	255225.0
1	0	3	2	Q	P3M	2002-Q3	254999.0
1	0	3	2	Q	P3M	2002-Q4	254914.0
1	0	3	2	Q	P3M	2003-Q1	254771.0
1	0	3	2	Q	P3M	2003-Q2	254603.0
1	0	3	2	Q	P3M	2003-Q3	253984.0
1	0	3	2	Q	P3M	2003-Q4	253423.0
1	0	3	2	Q	P3M	2004-Q1	252701.0
1	0	3	2	Q	P3M	2004-Q2	252008.0
1	0	3	2	Q	P3M	2004-Q3	252190.0
1	0	3	2	Q	P3M	2004-Q4	252439.0
1	0	3	2	Q	P3M	2005-Q1	252685.0
1	0	3	2	Q	P3M	2005-Q2	252876.0
1	0	3	2	Q	P3M	2005-Q3	253767.0
1	0	3	2	Q	P3M	2005-Q4	254694.0
1	0	3	2	Q	P3M	2006-Q1	255566.0
1	0	3	2	Q	P3M	2006-Q2	256466.0
1	0	3	2	Q	P3M	2006-Q3	257959.0
1	0	3	2	Q	P3M	2006-Q4	259445.0
1	0	3	2	Q	P3M	2007-Q1	261163.0
1	0	3	2	Q	P3M	2007-Q2	262849.0
1	0	3	2	Q	P3M	2007-Q3	265804.0
1	0	3	2	Q	P3M	2007-Q4	268848.0
1	0	3	2	Q	P3M	2008-Q1	272139.0
1	0	3	2	Q	P3M	2008-Q2	275386.0
1	0	3	2	Q	P3M	2008-Q3	278793.0
1	0	3	2	Q	P3M	2008-Q4	281805.0
1	0	3	2	Q	P3M	2009-Q1	284452.0
1	0	3	2	Q	P3M	2009-Q2	286329.0
1	0	3	2	Q	P3M	2009-Q3	287778.0
1	0	3	2	Q	P3M	2009-Q4	289050.0
1	0	3	2	Q	P3M	2010-Q1	290436.0
1	0	3	2	Q	P3M	2010-Q2	291536.0
1	0	3	2	Q	P3M	2010-Q3	291962.0
1	0	3	2	Q	P3M	2010-Q4	292354.0
1	0	3	2	Q	P3M	2011-Q1	292818.0
1	0	3	2	Q	P3M	2011-Q2	292984.0
1	0	3	2	Q	P3M	2011-Q3	294293.0
1	0	3	2	Q	P3M	2011-Q4	295686.0
1	0	3	2	Q	P3M	2012-Q1	297225.0
1	0	3	2	Q	P3M	2012-Q2	298598.0
1	0	3	2	Q	P3M	2012-Q3	298123.0
1	0	3	2	Q	P3M	2012-Q4	297759.0
1	0	3	2	Q	P3M	2013-Q1	297379.0
1	0	3	2	Q	P3M	2013-Q2	296896.0
1	0	3	2	Q	P3M	2013-Q3	300310.0
1	0	3	2	Q	P3M	2013-Q4	303702.0
1	0	3	2	Q	P3M	2014-Q1	307289.0
1	0	3	2	Q	P3M	2014-Q2	310714.0
1	0	3	2	Q	P3M	2014-Q3	311690.0
1	0	3	2	Q	P3M	2014-Q4	312495.0
1	0	3	3	Q	P3M	1981-Q3	228634.0
1	0	3	3	Q	P3M	1981-Q4	228408.0
1	0	3	3	Q	P3M	1982-Q1	228072.0
1	0	3	3	Q	P3M	1982-Q2	227811.0
1	0	3	3	Q	P3M	1982-Q3	228245.0
1	0	3	3	Q	P3M	1982-Q4	228517.0
1	0	3	3	Q	P3M	1983-Q1	228738.0
1	0	3	3	Q	P3M	1983-Q2	228964.0
1	0	3	3	Q	P3M	1983-Q3	230603.0
1	0	3	3	Q	P3M	1983-Q4	232132.0
1	0	3	3	Q	P3M	1984-Q1	233564.0
1	0	3	3	Q	P3M	1984-Q2	235148.0
1	0	3	3	Q	P3M	1984-Q3	236281.0
1	0	3	3	Q	P3M	1984-Q4	237358.0
1	0	3	3	Q	P3M	1985-Q1	238398.0
1	0	3	3	Q	P3M	1985-Q2	239445.0
1	0	3	3	Q	P3M	1985-Q3	240692.0
1	0	3	3	Q	P3M	1985-Q4	241982.0
1	0	3	3	Q	P3M	1986-Q1	243142.0
1	0	3	3	Q	P3M	1986-Q2	244353.0
1	0	3	3	Q	P3M	1986-Q3	244192.0
1	0	3	3	Q	P3M	1986-Q4	244104.0
1	0	3	3	Q	P3M	1987-Q1	244022.0
1	0	3	3	Q	P3M	1987-Q2	244036.0
1	0	3	3	Q	P3M	1987-Q3	245059.0
1	0	3	3	Q	P3M	1987-Q4	245964.0
1	0	3	3	Q	P3M	1988-Q1	247031.0
1	0	3	3	Q	P3M	1988-Q2	248018.0
1	0	3	3	Q	P3M	1988-Q3	248284.0
1	0	3	3	Q	P3M	1988-Q4	248389.0
1	0	3	3	Q	P3M	1989-Q1	248364.0
1	0	3	3	Q	P3M	1989-Q2	248221.0
1	0	3	3	Q	P3M	1989-Q3	248737.0
1	0	3	3	Q	P3M	1989-Q4	249023.0
1	0	3	3	Q	P3M	1990-Q1	249116.0
1	0	3	3	Q	P3M	1990-Q2	249088.0
1	0	3	3	Q	P3M	1990-Q3	249750.0
1	0	3	3	Q	P3M	1990-Q4	250255.0
1	0	3	3	Q	P3M	1991-Q1	250907.0
1	0	3	3	Q	P3M	1991-Q2	251425.0
1	0	3	3	Q	P3M	1991-Q3	252291.0
1	0	3	3	Q	P3M	1991-Q4	252981.0
1	0	3	3	Q	P3M	1992-Q1	253662.0
1	0	3	3	Q	P3M	1992-Q2	254217.0
1	0	3	3	Q	P3M	1992-Q3	255726.0
1	0	3	3	Q	P3M	1992-Q4	257138.0
1	0	3	3	Q	P3M	1993-Q1	258528.0
1	0	3	3	Q	P3M	1993-Q2	259786.0
1	0	3	3	Q	P3M	1993-Q3	260330.0
1	0	3	3	Q	P3M	1993-Q4	260664.0
1	0	3	3	Q	P3M	1994-Q1	261022.0
1	0	3	3	Q	P3M	1994-Q2	261296.0
1	0	3	3	Q	P3M	1994-Q3	260888.0
1	0	3	3	Q	P3M	1994-Q4	260117.0
1	0	3	3	Q	P3M	1995-Q1	259312.0
1	0	3	3	Q	P3M	1995-Q2	258718.0
1	0	3	3	Q	P3M	1995-Q3	259092.0
1	0	3	3	Q	P3M	1995-Q4	259562.0
1	0	3	3	Q	P3M	1996-Q1	259741.0
1	0	3	3	Q	P3M	1996-Q2	260095.0
1	0	3	3	Q	P3M	1996-Q3	260359.0
1	0	3	3	Q	P3M	1996-Q4	260645.0
1	0	3	3	Q	P3M	1997-Q1	260754.0
1	0	3	3	Q	P3M	1997-Q2	260814.0
1	0	3	3	Q	P3M	1997-Q3	261096.0
1	0	3	3	Q	P3M	1997-Q4	261413.0
1	0	3	3	Q	P3M	1998-Q1	261682.0
1	0	3	3	Q	P3M	1998-Q2	261981.0
1	0	3	3	Q	P3M	1998-Q3	261150.0
1	0	3	3	Q	P3M	1998-Q4	260336.0
1	0	3	3	Q	P3M	1999-Q1	259425.0
1	0	3	3	Q	P3M	1999-Q2	258484.0
1	0	3	3	Q	P3M	1999-Q3	258353.0
1	0	3	3	Q	P3M	1999-Q4	258211.0
1	0	3	3	Q	P3M	2000-Q1	257933.0
1	0	3	3	Q	P3M	2000-Q2	257625.0
1	0	3	3	Q	P3M	2000-Q3	256725.0
1	0	3	3	Q	P3M	2000-Q4	255922.0
1	0	3	3	Q	P3M	2001-Q1	255183.0
1	0	3	3	Q	P3M	2001-Q2	254321.0
1	0	3	3	Q	P3M	2001-Q3	254769.0
1	0	3	3	Q	P3M	2001-Q4	255362.0
1	0	3	3	Q	P3M	2002-Q1	255810.0
1	0	3	3	Q	P3M	2002-Q2	256267.0
1	0	3	3	Q	P3M	2002-Q3	256464.0
1	0	3	3	Q	P3M	2002-Q4	256726.0
1	0	3	3	Q	P3M	2003-Q1	256875.0
1	0	3	3	Q	P3M	2003-Q2	257025.0
1	0	3	3	Q	P3M	2003-Q3	256862.0
1	0	3	3	Q	P3M	2003-Q4	256867.0
1	0	3	3	Q	P3M	2004-Q1	256729.0
1	0	3	3	Q	P3M	2004-Q2	256689.0
1	0	3	3	Q	P3M	2004-Q3	256072.0
1	0	3	3	Q	P3M	2004-Q4	255547.0
1	0	3	3	Q	P3M	2005-Q1	254959.0
1	0	3	3	Q	P3M	2005-Q2	254359.0
1	0	3	3	Q	P3M	2005-Q3	254628.0
1	0	3	3	Q	P3M	2005-Q4	254961.0
1	0	3	3	Q	P3M	2006-Q1	255240.0
1	0	3	3	Q	P3M	2006-Q2	255509.0
1	0	3	3	Q	P3M	2006-Q3	256574.0
1	0	3	3	Q	P3M	2006-Q4	257744.0
1	0	3	3	Q	P3M	2007-Q1	259013.0
1	0	3	3	Q	P3M	2007-Q2	260237.0
1	0	3	3	Q	P3M	2007-Q3	261865.0
1	0	3	3	Q	P3M	2007-Q4	263544.0
1	0	3	3	Q	P3M	2008-Q1	265554.0
1	0	3	3	Q	P3M	2008-Q2	267512.0
1	0	3	3	Q	P3M	2008-Q3	270709.0
1	0	3	3	Q	P3M	2008-Q4	273992.0
1	0	3	3	Q	P3M	2009-Q1	277387.0
1	0	3	3	Q	P3M	2009-Q2	280443.0
1	0	3	3	Q	P3M	2009-Q3	282729.0
1	0	3	3	Q	P3M	2009-Q4	284583.0
